@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric
@attribute outputs-16 numeric
@attribute outputs-17 numeric
@attribute outputs-18 numeric
@attribute outputs-19 numeric
@attribute outputs-20 numeric

@data
11195,'2019/07/08 18:28:11:189',33,349.349457,209.548126,60.532982,265.113281,203.258545,59.440357,279.749451,208.457245,57.929951,297.116699,208.855774,55.501514,321.284119,202.885315,54.075462,?,?,?,?,?,?,?,?,0.56,?,?,?,?,?,?,?,?,?,?,?
11196,'2019/07/08 18:28:11:256',33,349.401062,207.757202,60.362526,264.770538,201.968842,59.355057,279.449066,207.172485,57.852589,295.409729,207.689392,55.152546,320.331482,201.642731,53.874107,?,?,?,?,?,?,?,?,0.58,?,?,?,?,?,?,?,?,?,?,?
11197,'2019/07/08 18:28:11:307',33,348.46228,207.355438,60.303875,263.788025,201.564392,59.277412,278.521667,206.721741,57.773674,294.375824,207.169464,55.045494,319.280029,201.107422,53.777061,?,?,?,?,?,?,?,?,0.58,?,?,?,?,?,?,?,?,?,?,?
11198,'2019/07/08 18:28:11:356',33,341.538147,207.2854,61.107773,262.212372,201.416382,59.191303,276.791687,206.576263,57.665112,292.701294,206.923584,54.943321,317.782867,201.009857,53.697708,?,?,?,?,?,?,?,?,0.58,?,?,?,?,?,?,?,?,?,?,?
11199,'2019/07/08 18:28:11:421',33,327.810089,207.121277,61.789345,257.758606,201.717285,58.238541,272.916382,206.752838,56.77618,289.959656,206.843414,54.164402,315.603271,200.884125,53.127235,?,?,?,?,?,?,?,?,0.58,?,?,?,?,?,?,?,?,?,?,?
11200,'2019/07/08 18:28:11:471',33,324.544006,207.194489,61.831779,255.767807,201.737244,58.022194,271.148376,206.776855,56.597672,288.622559,206.863953,54.031292,314.457825,200.921783,53.063229,?,?,?,?,?,?,?,?,0.59,?,?,?,?,?,?,?,?,?,?,?
11201,'2019/07/08 18:28:11:521',33,323.137543,207.029175,61.803417,254.856628,201.450958,57.957085,270.20517,206.50531,56.530704,287.671631,206.601471,53.964417,313.547852,200.694275,52.996479,?,?,?,?,?,?,?,?,0.59,?,?,?,?,?,?,?,?,?,?,?
11202,'2019/07/08 18:28:11:573',33,321.960144,206.427155,61.719929,254.208176,201.035156,57.891006,269.353668,206.045807,56.422043,286.378906,206.087189,53.809959,312.041595,200.116852,52.775604,?,?,?,?,?,?,?,?,0.6,?,?,?,?,?,?,?,?,?,?,?
11203,'2019/07/08 18:28:11:622',33,323.263092,207.046844,61.777649,257.173889,200.99469,58.074699,271.386627,205.979675,56.461929,287.149445,205.899536,53.735699,312.205078,200.058044,52.479713,?,?,?,?,?,?,?,?,0.6,?,?,?,?,?,?,?,?,?,?,?
11204,'2019/07/08 18:28:11:668',33,321.485107,206.96405,61.758522,257.863586,200.90802,57.962776,271.537262,205.808105,56.263527,287.510742,205.566315,53.659409,311.243774,199.681122,52.110733,?,?,?,?,?,?,?,?,0.6,?,?,?,?,?,?,?,?,?,?,?
11205,'2019/07/08 18:28:11:725',33,320.222107,206.792847,61.641037,257.286133,200.513214,57.853901,270.675049,205.437042,56.123989,287.645599,205.213135,53.726734,310.603516,199.344055,51.992996,?,?,?,?,?,?,?,?,0.61,?,?,?,?,?,?,?,?,?,?,?
11206,'2019/07/08 18:28:11:773',33,319.045624,206.063843,61.584408,256.648468,199.629578,57.767853,269.568787,204.609711,55.95274,288.877136,204.444916,53.981709,310.569641,198.594788,52.03117,?,?,?,?,?,?,?,?,0.61,?,?,?,?,?,?,?,?,?,?,?
11207,'2019/07/08 18:28:11:848',33,319.553375,204.205078,61.396999,257.7724,197.799164,57.679237,269.662476,202.700104,55.644203,292.202698,202.572388,54.250595,313.090759,196.459839,52.231899,?,?,?,?,?,?,?,?,0.62,?,?,?,?,?,?,?,?,?,?,?
11208,'2019/07/08 18:28:11:922',33,322.161163,200.858185,61.388687,258.582031,194.853912,57.998104,270.574066,199.711273,55.899338,295.689026,199.276031,54.994884,315.886932,193.041748,52.900322,?,?,?,?,?,?,?,?,0.66,?,?,?,?,?,?,?,?,?,?,?
11209,'2019/07/08 18:28:11:970',33,323.943573,198.334106,61.652096,260.982239,193.800598,58.08017,273.299316,198.505737,55.961075,298.686554,197.676117,55.146099,318.38678,191.197449,53.025665,?,?,?,?,?,?,?,?,0.66,?,?,?,?,?,?,?,?,?,?,?
11210,'2019/07/08 18:28:12:023',33,322.298676,197.087189,61.750278,259.400574,192.311401,58.135193,271.794006,197.02002,56.007206,297.431763,196.308807,55.278439,317.305389,189.960358,53.158829,?,?,?,?,?,?,?,?,0.67,?,?,?,?,?,?,?,?,?,?,?
11211,'2019/07/08 18:28:12:082',33,322.334076,197.550781,61.120651,257.164063,191.227081,58.171951,268.270813,195.849915,55.910294,293.815277,195.59317,55.078987,313.362976,189.287354,52.884121,?,?,?,?,?,?,?,?,0.68,?,?,?,?,?,?,?,?,?,?,?
11212,'2019/07/08 18:28:12:138',33,315.93866,195.682465,59.841713,254.559021,188.554169,57.900013,264.506744,193.212372,55.539642,290.152466,193.299774,54.651066,309.138367,187.155487,52.338272,?,?,?,?,?,?,?,?,0.68,?,?,?,?,?,?,?,?,?,?,?
11213,'2019/07/08 18:28:12:211',33,316.512146,193.427155,59.313114,256.061218,186.767273,57.63686,265.806824,191.274384,55.239254,291.599762,191.147461,54.343349,309.913666,184.776215,51.977806,?,?,?,?,?,?,?,?,0.69,?,?,?,?,?,?,?,?,?,?,?
11214,'2019/07/08 18:28:12:274',33,315.065826,191.580841,59.255085,256.413696,185.423126,57.532383,267.72113,189.877686,55.380035,292.690063,189.730103,54.351753,310.934448,183.292999,51.99379,?,?,?,?,?,?,?,?,0.7,?,?,?,?,?,?,?,?,?,?,?
11215,'2019/07/08 18:28:12:322',33,314.43689,193.077332,59.226086,256.506348,186.181152,57.444546,267.938904,190.475342,55.315514,293.028564,190.464844,54.292873,311.173859,183.894104,51.945793,?,?,?,?,?,?,?,?,0.7,?,?,?,?,?,?,?,?,?,?,?
11216,'2019/07/08 18:28:12:373',33,313.632355,194.547516,59.171638,255.631393,187.04306,57.406548,267.28186,191.193726,55.298496,293.120514,191.254761,54.393681,310.934753,184.547852,52.029533,?,?,?,?,?,?,?,?,0.7,?,?,?,?,?,?,?,?,?,?,?
11217,'2019/07/08 18:28:12:428',33,318.297638,205.059296,58.182549,258.782501,194.797119,57.611282,269.408569,197.429321,55.293343,293.297607,197.312714,54.031029,310.97226,189.340637,51.998318,?,?,?,?,?,?,?,?,0.7,?,?,?,?,?,?,?,?,?,?,?
11218,'2019/07/08 18:28:12:492',33,315.14032,193.169037,59.655331,254.798645,185.880463,58.105671,267.578308,189.742645,56.096516,287.303345,189.613098,54.264263,306.048126,182.417847,52.537712,?,?,?,?,?,?,?,?,0.71,?,?,?,?,?,?,?,?,?,?,?
11219,'2019/07/08 18:28:12:542',33,312.490356,186.667389,59.837654,251.889893,180.172821,58.08773,264.989258,184.642853,56.202515,284.563599,185.080383,54.345184,302.792145,178.264954,52.516861,?,?,?,?,?,?,?,?,0.71,?,?,?,?,?,?,?,?,?,?,?
11220,'2019/07/08 18:28:12:585',33,311.446442,183.499939,59.464123,250.208008,176.845825,57.642723,263.380341,181.246582,55.761421,282.960999,181.655121,53.901131,300.978058,174.640747,52.131546,?,?,?,?,?,?,?,?,0.71,?,?,?,?,?,?,?,?,?,?,?
11221,'2019/07/08 18:28:12:634',33,313.004272,178.016724,59.366165,252.083847,172.447815,56.957382,265.358093,176.461121,55.000782,285.784058,176.373871,53.293892,302.759399,168.689026,51.576859,?,?,?,?,?,?,?,?,0.71,?,?,?,?,?,?,?,?,?,?,?
11222,'2019/07/08 18:28:12:708',33,316.197449,172.216553,59.153858,257.969971,168.822571,56.201107,270.478516,172.517944,54.09808,291.794128,171.860779,52.519947,306.239227,163.570129,50.639404,?,?,?,?,?,?,?,?,0.73,?,?,?,?,?,?,?,?,?,?,?
11223,'2019/07/08 18:28:12:778',33,319.011566,171.208649,58.849873,259.790497,167.905762,56.068359,272.11377,171.455688,53.910595,294.588623,170.691162,52.521545,307.992065,162.129211,50.589207,?,?,?,?,?,?,?,?,0.73,?,?,?,?,?,?,?,?,?,?,?
11224,'2019/07/08 18:28:12:836',33,320.035492,173.742981,58.62838,259.406616,169.689667,56.095181,271.520813,173.254059,53.906101,293.980347,172.70163,52.520672,307.770386,164.078796,50.658051,?,?,?,?,?,?,?,?,0.74,?,?,?,?,?,?,?,?,?,?,?
11225,'2019/07/08 18:28:12:901',33,317.302612,176.171082,58.640736,255.834106,171.252991,56.209267,267.644287,175.143311,54.021748,290.347534,175.063843,52.655693,304.454102,166.734497,50.764397,?,?,?,?,?,?,?,?,0.75,?,?,?,?,?,?,?,?,?,?,?
11226,'2019/07/08 18:28:12:967',33,310.464386,175.229431,59.343914,249.39798,170.931091,56.554733,261.763367,175.174194,54.449177,284.848938,175.350311,53.153671,299.41272,167.264465,51.28804,?,?,?,?,?,?,?,?,0.75,?,?,?,?,?,?,?,?,?,?,?
11227,'2019/07/08 18:28:13:026',33,309.524963,174.564636,59.494034,247.47937,170.684082,56.667336,260.181091,174.963654,54.594254,283.4776,175.097809,53.352615,298.100464,167.025757,51.49585,?,?,?,?,?,?,?,?,0.75,?,?,?,?,?,?,?,?,?,?,?
11228,'2019/07/08 18:28:13:068',33,315.551941,174.075531,58.539459,245.069611,170.032715,56.869553,258.204468,174.462921,54.853943,282.015808,174.602325,53.722462,296.922974,166.637573,51.881165,?,?,?,?,?,?,?,?,0.75,?,?,?,?,?,?,?,?,?,?,?
11229,'2019/07/08 18:28:13:122',33,317.02301,171.677307,58.490875,243.868622,167.186584,57.262585,256.897766,172.063812,55.296818,280.929321,172.500946,54.198727,295.975677,164.961182,52.274353,?,?,?,?,?,?,?,?,0.76,?,?,?,?,?,?,?,?,?,?,?
11230,'2019/07/08 18:28:13:183',33,319.752319,170.910278,58.344566,244.129684,166.025665,57.477913,257.034637,171.043762,55.516747,280.441315,171.617767,54.253193,296.173828,164.20163,52.46645,?,?,?,?,?,?,?,?,0.77,?,?,?,?,?,?,?,?,?,?,?
11231,'2019/07/08 18:28:13:250',33,321.001923,170.569824,58.424458,244.53241,165.681335,57.605206,257.48822,170.685913,55.644371,279.417236,171.226929,54.0411,295.743774,163.818176,52.440804,?,?,?,?,?,?,?,?,0.77,?,?,?,?,?,?,?,?,?,?,?
11232,'2019/07/08 18:28:13:300',33,323.361053,170.854034,58.390938,245.121292,165.667603,57.796951,257.992371,170.712433,55.830257,278.444397,171.332703,53.923851,295.173035,163.954376,52.426308,?,?,?,?,?,?,?,?,0.77,?,?,?,?,?,?,?,?,?,?,?
11233,'2019/07/08 18:28:13:367',33,327.450775,170.732727,58.324043,246.548309,165.552368,58.250137,259.272827,170.5849,56.263584,277.611298,171.299255,53.99334,294.449585,163.878143,52.556351,?,?,?,?,?,?,?,?,0.77,?,?,?,?,?,?,?,?,?,?,?
11234,'2019/07/08 18:28:13:421',33,329.687469,170.298767,58.463379,248.374008,165.773956,58.490726,260.996552,170.686157,56.473606,278.646271,171.28363,54.096928,295.03067,163.722015,52.637192,?,?,?,?,?,?,?,?,0.78,?,?,?,?,?,?,?,?,?,?,?
11235,'2019/07/08 18:28:13:479',33,329.174988,168.972137,58.91246,248.815918,165.088959,58.651321,261.363525,169.996552,56.624195,277.874939,170.59967,54.053089,293.509277,163.091309,52.559929,?,?,?,?,?,?,?,?,0.79,?,?,?,?,?,?,?,?,?,?,?
11236,'2019/07/08 18:28:13:541',33,328.891968,168.269165,59.102684,248.527832,164.965515,58.718681,261.308899,169.793976,56.70068,278.022888,170.26297,54.149269,293.041931,162.652466,52.632362,?,?,?,?,?,?,?,?,0.79,?,?,?,?,?,?,?,?,?,?,?
11237,'2019/07/08 18:28:13:602',33,328.457916,168.97113,58.903469,247.456436,165.405762,58.587772,260.260437,170.110321,56.551876,277.096222,170.409851,54.015488,292.053955,162.694214,52.543129,?,?,?,?,?,?,?,?,0.79,?,?,?,?,?,?,?,?,?,?,?
11238,'2019/07/08 18:28:13:667',33,328.417389,169.131561,58.619034,246.873596,165.05545,58.390442,259.590546,169.628479,56.325768,276.395508,169.779846,53.784519,291.27713,161.945374,52.351479,?,?,?,?,?,?,?,?,0.8,?,?,?,?,?,?,?,?,?,?,?
11239,'2019/07/08 18:28:13:728',33,327.722687,169.958282,58.518009,246.330399,165.052856,58.28949,258.87323,169.625916,56.207451,275.510437,169.790863,53.632626,290.707092,162.010773,52.238121,?,?,?,?,?,?,?,?,0.81,?,?,?,?,?,?,?,?,?,?,?
11240,'2019/07/08 18:28:13:789',33,327.981689,169.508545,58.13903,247.645065,164.046295,57.881962,259.724426,168.573303,55.749977,277.22113,168.522217,53.330669,291.772949,160.819763,51.807297,?,?,?,?,?,?,?,?,0.82,?,?,?,?,?,?,?,?,?,?,?
11241,'2019/07/08 18:28:13:836',33,321.561523,169.284607,58.808716,247.449509,163.972748,57.390743,259.620392,168.385376,55.250851,276.883606,168.195129,52.771584,292.489441,160.41452,51.428329,?,?,?,?,?,?,?,?,0.82,?,?,?,?,?,?,?,?,?,?,?
11242,'2019/07/08 18:28:13:902',33,317.16568,167.691193,59.587204,248.944168,163.695679,57.053764,261.5737,167.807861,54.917023,278.217377,167.22406,52.304054,294.35553,159.186432,51.146206,?,?,?,?,?,?,?,?,0.83,?,?,?,?,?,?,?,?,?,?,?
11243,'2019/07/08 18:28:13:968',33,316.566528,164.641144,59.817703,250.399902,162.656982,56.820683,263.814453,166.430664,54.718849,280.427155,165.525818,52.094524,296.230927,157.021271,51.001987,?,?,?,?,?,?,?,?,0.84,?,?,?,?,?,?,?,?,?,?,?
11244,'2019/07/08 18:28:14:022',33,317.480225,164.341187,59.722916,251.49588,162.53598,56.745842,264.828247,166.224243,54.625916,281.701599,165.144348,52.079872,296.96637,156.655609,50.892742,?,?,?,?,?,?,?,?,0.84,?,?,?,?,?,?,?,?,?,?,?
11245,'2019/07/08 18:28:14:099',33,331.333496,162.395477,58.002319,253.920181,161.238647,56.995857,266.755615,164.999176,54.835407,283.114105,163.99292,52.248661,298.387939,155.602539,50.984406,?,?,?,?,?,?,?,?,0.88,?,?,?,?,?,?,?,?,?,?,?
11246,'2019/07/08 18:28:14:152',33,337.833527,158.902557,58.213371,260.484558,158.541656,57.422398,272.634766,162.302155,55.200039,288.099426,161.300385,52.541439,302.649414,152.942719,51.119949,?,?,?,?,?,?,?,?,0.88,?,?,?,?,?,?,?,?,?,?,?
11247,'2019/07/08 18:28:14:201',33,339.937317,158.466278,58.480392,263.68042,158.010071,57.652203,275.341553,161.728271,55.384407,291.122742,160.595886,52.808567,304.826416,152.346527,51.232071,?,?,?,?,?,?,?,?,0.88,?,?,?,?,?,?,?,?,?,?,?
11248,'2019/07/08 18:28:14:251',33,340.258911,158.274017,58.577679,264.505157,157.967072,57.689125,276.062866,161.664642,55.410381,292.306366,160.483582,52.915554,305.4328,152.294586,51.220684,?,?,?,?,?,?,?,?,0.88,?,?,?,?,?,?,?,?,?,?,?
11249,'2019/07/08 18:28:14:309',33,340.528259,157.38858,58.47818,265.104431,157.409302,57.60474,276.543457,161.194153,55.32515,292.82428,160.106537,52.84449,305.612,152.032227,51.053829,?,?,?,?,?,?,?,?,0.89,?,?,?,?,?,?,?,?,?,?,?
11250,'2019/07/08 18:28:14:367',33,340.062805,156.124908,58.455231,265.167419,156.703857,57.529934,276.616699,160.574158,55.259655,293.127594,159.560455,52.815788,305.458527,151.618652,50.915394,?,?,?,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?
11251,'2019/07/08 18:28:14:421',33,339.588501,155.306854,58.537663,265.019165,156.244781,57.509697,276.538696,160.168243,55.250347,293.449738,159.187592,52.862549,305.502686,151.369843,50.873405,?,?,?,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?
11252,'2019/07/08 18:28:14:469',33,339.063721,154.813416,58.513733,264.654724,155.978729,57.400848,276.273315,159.900757,55.148888,293.563446,158.890198,52.811268,305.602356,151.172791,50.765373,?,?,?,?,?,?,?,?,0.91,?,?,?,?,?,?,?,?,?,?,?
11253,'2019/07/08 18:28:14:517',33,339.228577,152.809875,58.626823,266.113708,154.843567,57.320343,277.605255,158.750641,55.056149,294.798157,157.691803,52.711323,306.651031,150.040802,50.603706,?,?,?,?,?,?,?,?,0.92,?,?,?,?,?,?,?,?,?,?,?
11254,'2019/07/08 18:28:14:584',33,338.466156,152.771454,58.454643,266.077209,155.090637,56.951691,277.62851,158.84079,54.675186,294.802216,157.597687,52.325188,306.519958,149.936279,50.170799,?,?,?,?,?,?,?,?,0.92,?,?,?,?,?,?,?,?,?,?,?
11255,'2019/07/08 18:28:14:651',33,337.81662,152.108582,58.048176,265.363281,154.511963,56.479477,277.067474,157.999969,54.188774,294.38208,156.436615,51.866718,306.206665,148.554321,49.746788,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11256,'2019/07/08 18:28:14:709',33,336.855682,152.185181,57.850193,263.9664,153.602356,56.247295,275.696899,157.188538,53.967896,293.218201,155.758392,51.663979,305.656891,148.009796,49.549408,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11257,'2019/07/08 18:28:14:767',33,337.150208,153.216736,57.836834,263.470215,153.066986,56.2076,275.25235,156.746582,53.941208,293.08728,155.47583,51.668552,306.939575,147.866302,49.625595,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11258,'2019/07/08 18:28:14:834',33,337.48526,153.110046,57.78492,263.369934,152.388397,56.198223,275.113983,156.196045,53.941654,293.017212,155.075256,51.672333,307.373627,147.6185,49.627472,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11259,'2019/07/08 18:28:14:884',33,338.998993,151.685608,58.005371,264.749695,150.927795,56.434662,276.581116,154.954895,54.214409,294.557678,154.030975,51.944687,309.08728,146.791351,49.854527,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11260,'2019/07/08 18:28:14:943',33,342.952545,146.411133,58.051262,268.344421,146.411011,56.808922,280.000916,151.3255,54.724335,296.783325,151.327911,52.274925,310.511322,145.059387,49.892941,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11261,'2019/07/08 18:28:15:000',33,361.863159,128.60968,55.754742,287.06369,132.555908,56.772125,297.925751,138.8284,54.945278,307.19931,141.399933,51.859772,316.354004,137.052551,48.900845,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11262,'2019/07/08 18:28:15:051',33,364.524506,121.331665,55.235374,290.942535,128.240448,56.407497,302.296204,134.610962,54.63792,310.545746,138.075958,51.521084,319.354004,133.895721,48.516384,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11263,'2019/07/08 18:28:15:104',33,396.805664,104.991455,47.205982,341.78125,114.799713,44.741901,317.328552,114.58432,44.900063,299.463989,111.309662,46.76458,293.137054,114.758026,50.207222,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11264,'2019/07/08 18:28:15:161',33,308.429535,71.347382,51.742199,274.808655,94.977448,48.115658,258.171753,95.282043,48.826763,243.531967,103.300568,50.487656,245.926498,115.093567,52.975571,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11265,'2019/07/08 18:28:15:218',33,309.538971,67.934448,51.673027,268.746857,93.786316,48.659882,253.47934,92.135345,49.681599,239.417908,102.033051,51.076546,241.646439,114.873596,53.231735,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11266,'2019/07/08 18:28:15:269',33,308.46048,66.963867,52.291779,265.687378,93.085632,49.109791,251.298828,90.264191,50.33773,237.108444,100.668823,51.597286,237.493423,114.511841,53.358921,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11267,'2019/07/08 18:28:15:320',33,307.438721,65.372986,52.248932,264.319702,91.928009,49.047211,251.194412,87.834625,50.556755,235.685364,99.465973,51.466408,235.744766,113.130768,53.245819,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11268,'2019/07/08 18:28:15:367',33,307.817627,65.141022,52.226292,264.123962,91.825378,49.049389,251.447876,87.423035,50.639088,235.525238,99.223206,51.46666,235.717728,112.932983,53.247566,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11269,'2019/07/08 18:28:15:419',33,308.079132,65.116913,52.215038,264.025269,91.860504,49.050159,251.468872,87.411255,50.647392,235.204559,99.060852,51.450424,235.642792,112.879211,53.248795,?,?,?,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?
11270,'2019/07/08 18:28:15:467',33,308.396179,65.395691,52.326977,263.879059,92.093323,49.11092,251.447311,87.599304,50.718414,234.769913,99.113464,51.469601,235.275696,113.051025,53.263603,?,?,?,?,?,?,?,?,0.94,?,?,?,?,?,?,?,?,?,?,?
11271,'2019/07/08 18:28:15:520',33,308.662109,65.472961,52.353909,263.801178,92.188995,49.123482,251.487885,87.63028,50.740566,234.554153,99.076569,51.461906,235.105438,113.054871,53.261242,?,?,?,?,?,?,?,?,0.96,?,?,?,?,?,?,?,?,?,?,?
11272,'2019/07/08 18:28:15:585',33,308.992584,65.635193,52.273071,263.87561,92.394958,49.042046,251.637024,87.742035,50.65892,234.471802,99.131378,51.361629,234.964523,113.097473,53.179611,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11273,'2019/07/08 18:28:15:650',33,309.392212,65.651123,52.187504,264.369232,91.810516,49.120808,251.878632,87.74411,50.606083,234.572464,99.099396,51.304577,235.089249,113.040649,53.140339,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11274,'2019/07/08 18:28:15:702',33,310.113892,66.752747,52.368679,266.312744,90.000946,49.666714,252.177414,88.41925,50.628208,234.450439,99.697571,51.247841,234.491882,113.735107,53.040806,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11275,'2019/07/08 18:28:15:750',33,307.056396,69.625732,52.589172,264.304535,90.446564,49.493874,248.7742,89.816833,50.067463,229.851883,100.817688,50.380665,227.781784,115.128204,52.013317,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11276,'2019/07/08 18:28:15:800',33,306.02829,70.241211,52.612675,263.731689,90.208588,49.492779,247.631485,89.971924,49.904667,228.352432,100.865234,50.135242,225.693436,115.218384,51.730209,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11277,'2019/07/08 18:28:15:851',33,305.983429,70.734589,52.748337,263.81662,90.283386,49.626038,247.569672,90.154816,50.005871,228.06572,101.103973,50.164906,225.260193,115.506134,51.727158,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11278,'2019/07/08 18:28:15:902',33,306.114197,71.270325,52.789684,264.076508,90.44986,49.723999,247.7854,90.364716,50.10952,227.903076,101.460327,50.177376,225.005783,115.871857,51.729965,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11279,'2019/07/08 18:28:15:953',33,306.393097,71.398224,52.742844,264.401917,90.373322,49.766411,248.0392,90.340576,50.156376,227.897232,101.526001,50.187077,224.981415,115.904999,51.755943,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11280,'2019/07/08 18:28:16:002',33,305.640015,71.859924,52.826397,264.192749,90.611084,49.883537,247.593369,90.739777,50.231438,227.291122,102.031464,50.196175,224.310638,116.396515,51.768398,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11281,'2019/07/08 18:28:16:051',33,305.341156,72.033722,52.893703,264.319153,90.503052,50.005131,247.541763,90.776886,50.340542,227.011429,102.211212,50.226696,224.064789,116.591949,51.788025,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11282,'2019/07/08 18:28:16:103',33,305.661194,71.943604,52.900764,264.726135,90.239807,50.059967,248.038391,90.496918,50.441513,227.170715,102.075867,50.252052,224.248825,116.457611,51.811085,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11283,'2019/07/08 18:28:16:168',33,307.242554,72.271912,53.013073,266.418182,90.184937,50.218369,250.149826,90.296356,50.731659,228.373474,102.161194,50.341099,225.396805,116.579895,51.873917,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11284,'2019/07/08 18:28:16:234',33,307.462921,72.482819,52.954857,267.212189,90.247223,50.222584,251.04332,90.403992,50.786854,228.730698,102.469452,50.263477,225.815018,116.885681,51.796478,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11285,'2019/07/08 18:28:16:301',33,307.529114,72.495697,52.932072,267.728851,90.083496,50.261581,251.469818,90.28653,50.83894,228.726471,102.449371,50.226727,225.752899,116.847076,51.765678,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11286,'2019/07/08 18:28:16:351',33,309.012085,73.41983,53.44862,269.729828,90.239197,50.631031,252.789124,90.710419,51.082317,230.477234,102.542938,50.582188,227.526199,117.044281,52.057442,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11287,'2019/07/08 18:28:16:401',33,310.294067,75.167328,54.21698,272.517883,89.888458,50.745453,255.47319,90.331238,51.159786,233.719437,101.661011,50.904701,230.615158,116.125702,52.39444,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11288,'2019/07/08 18:28:16:466',33,311.993164,75.852753,54.585003,273.169525,89.880493,50.729748,256.713318,90.144379,51.228783,235.546448,101.163422,51.135284,232.627838,115.623993,52.629837,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11289,'2019/07/08 18:28:16:520',33,310.912842,75.161926,54.377369,272.185181,89.336731,50.47448,256.082275,89.70282,51.053242,235.61412,100.979553,51.079296,233.815582,115.36441,52.643288,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11290,'2019/07/08 18:28:16:571',33,311.364563,76.231354,54.569202,273.194641,88.95639,50.363354,257.25177,89.375214,50.988022,237.172852,100.713867,51.156433,236.063705,114.946655,52.812073,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
11291,'2019/07/08 18:28:16:633',33,311.825989,76.790955,54.649986,273.062439,88.974182,50.354721,257.19516,89.398407,50.988907,237.132813,100.725861,51.164696,236.10733,114.941742,52.827835,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
